,Pos,Titulo,Anio,url_peli,url,Puntos
155,6,Enoch Arden,1911,/film/enoch-arden-1911/,https://letterboxd.com/Ninotchka/list/tft1919/detail,3
156,7,True Heart Susie,1919,/film/true-heart-susie/,https://letterboxd.com/Ninotchka/list/tft1919/detail,3
157,8,Washerwomen on the River,1897,/film/washerwomen-on-the-river/,https://letterboxd.com/Ninotchka/list/tft1919/detail,3
158,9,Tih Minh,1918,/film/tih-minh/,https://letterboxd.com/Ninotchka/list/tft1919/detail,3
159,10,Shoes,1916,/film/shoes/,https://letterboxd.com/Ninotchka/list/tft1919/detail,2
160,11,The Outlaw and His Wife,1918,/film/the-outlaw-and-his-wife/,https://letterboxd.com/Ninotchka/list/tft1919/detail,2
161,12,Hypocrites,1915,/film/hypocrites/,https://letterboxd.com/Ninotchka/list/tft1919/detail,2
162,13,Behind the Door,1919,/film/behind-the-door/,https://letterboxd.com/Ninotchka/list/tft1919/detail,2
163,14,The Good Bad Man,1916,/film/the-good-bad-man/,https://letterboxd.com/Ninotchka/list/tft1919/detail,2
164,15,The Dying Swan,1917,/film/the-dying-swan/,https://letterboxd.com/Ninotchka/list/tft1919/detail,2
165,16,The Unchanging Sea,1910,/film/the-unchanging-sea/,https://letterboxd.com/Ninotchka/list/tft1919/detail,2
166,17,A Corner in Wheat,1909,/film/a-corner-in-wheat/,https://letterboxd.com/Ninotchka/list/tft1919/detail,1
167,18,Le village de Namo - Panorama pris d'une chaise à porteurs,1900,/film/le-village-de-namo-panorama-pris-dune-chaise-a-porteurs/,https://letterboxd.com/Ninotchka/list/tft1919/detail,1
168,19,A Dog's Life,1918,/film/a-dogs-life/,https://letterboxd.com/Ninotchka/list/tft1919/detail,1
169,20,A Man There Was,1917,/film/a-man-there-was/,https://letterboxd.com/Ninotchka/list/tft1919/detail,1
170,21,The Blue Bird,1918,/film/the-blue-bird-1918/,https://letterboxd.com/Ninotchka/list/tft1919/detail,1
171,22,The Mysterious X,1914,/film/the-mysterious-x/,https://letterboxd.com/Ninotchka/list/tft1919/detail,1
172,23,The Doll,1919,/film/the-doll/,https://letterboxd.com/Ninotchka/list/tft1919/detail,1
173,24,Satan's Rhapsody,1917,/film/satans-rhapsody/,https://letterboxd.com/Ninotchka/list/tft1919/detail,1
174,25,A Romance of the Redwoods,1917,/film/a-romance-of-the-redwoods/,https://letterboxd.com/Ninotchka/list/tft1919/detail,1
175,1,Broken Blossoms,1919,/film/broken-blossoms-1919/,https://letterboxd.com/Angelopoulos/list/tft1919/detail,5
176,2,Intolerance: Love's Struggle Throughout the Ages,1916,/film/intolerance-loves-struggle-throughout-the-ages/,https://letterboxd.com/Angelopoulos/list/tft1919/detail,4
177,3,The Unchanging Sea,1910,/film/the-unchanging-sea/,https://letterboxd.com/Angelopoulos/list/tft1919/detail,4
178,4,True Heart Susie,1919,/film/true-heart-susie/,https://letterboxd.com/Angelopoulos/list/tft1919/detail,4
179,5,Workers Leaving the Lumière Factory,1895,/film/workers-leaving-the-lumiere-factory/,https://letterboxd.com/Angelopoulos/list/tft1919/detail,3
180,6,Washerwomen on the River,1897,/film/washerwomen-on-the-river/,https://letterboxd.com/Angelopoulos/list/tft1919/detail,3
181,7,The President,1919,/film/the-president/,https://letterboxd.com/Angelopoulos/list/tft1919/detail,3
182,8,The Immigrant,1917,/film/the-immigrant/,https://letterboxd.com/Angelopoulos/list/tft1919/detail,3
183,9,Shoes,1916,/film/shoes/,https://letterboxd.com/Angelopoulos/list/tft1919/detail,3
184,10,The Great Train Robbery,1903,/film/the-great-train-robbery/,https://letterboxd.com/Angelopoulos/list/tft1919/detail,2
185,11,Dante's Inferno,1911,/film/dantes-inferno-1911/,https://letterboxd.com/Angelopoulos/list/tft1919/detail,2
186,12,Kuleshov Effect,1919,/film/kuleshov-effect/,https://letterboxd.com/Angelopoulos/list/tft1919/detail,2
187,13,A Trip to the Moon,1902,/film/a-trip-to-the-moon/,https://letterboxd.com/Angelopoulos/list/tft1919/detail,2
188,14,Straight Shooting,1917,/film/straight-shooting/,https://letterboxd.com/Angelopoulos/list/tft1919/detail,2
189,15,A Man There Was,1917,/film/a-man-there-was/,https://letterboxd.com/Angelopoulos/list/tft1919/detail,2
190,16,Le village de Namo - Panorama pris d'une chaise à porteurs,1900,/film/le-village-de-namo-panorama-pris-dune-chaise-a-porteurs/,https://letterboxd.com/Angelopoulos/list/tft1919/detail,2
191,17,The Cheat,1915,/film/the-cheat/,https://letterboxd.com/Angelopoulos/list/tft1919/detail,1
192,18,New York Subway,1905,/film/new-york-subway/,https://letterboxd.com/Angelopoulos/list/tft1919/detail,1
193,19,Satan's Rhapsody,1917,/film/satans-rhapsody/,https://letterboxd.com/Angelopoulos/list/tft1919/detail,1
194,20,Falling Leaves,1912,/film/falling-leaves-1912/,https://letterboxd.com/Angelopoulos/list/tft1919/detail,1
195,21,Dickson Experimental Sound Film,1894,/film/dickson-experimental-sound-film/,https://letterboxd.com/Angelopoulos/list/tft1919/detail,1
196,22,"Death Jump off the Eiffel Tower: Paris, France",1912,/film/death-jump-off-the-eiffel-tower-paris-france/,https://letterboxd.com/Angelopoulos/list/tft1919/detail,1
197,23,"The Beauties of Italy, Triptych of Picturesque Views",1911,/film/the-beauties-of-italy-triptych-of-picturesque-views/,https://letterboxd.com/Angelopoulos/list/tft1919/detail,1
198,24,The Kiss in the Tunnel,1899,/film/the-kiss-in-the-tunnel/,https://letterboxd.com/Angelopoulos/list/tft1919/detail,1
199,25,The Doll,1919,/film/the-doll/,https://letterboxd.com/Angelopoulos/list/tft1919/detail,1
200,1,"The Vampires or, The Arch Criminals of Paris",1915,/film/the-vampires-or-the-arch-criminals-of-paris/,https://letterboxd.com/RafaNasal_leFou/list/tft1919/detail,5
201,2,A Man There Was,1917,/film/a-man-there-was/,https://letterboxd.com/RafaNasal_leFou/list/tft1919/detail,4
202,3,The Cameraman's Revenge,1912,/film/the-cameramans-revenge/,https://letterboxd.com/RafaNasal_leFou/list/tft1919/detail,4
203,4,Pedestrian Love,1914,/film/pedestrian-love/,https://letterboxd.com/RafaNasal_leFou/list/tft1919/detail,4
204,5,Intolerance: Love's Struggle Throughout the Ages,1916,/film/intolerance-loves-struggle-throughout-the-ages/,https://letterboxd.com/RafaNasal_leFou/list/tft1919/detail,3
205,6,A Trip to the Moon,1902,/film/a-trip-to-the-moon/,https://letterboxd.com/RafaNasal_leFou/list/tft1919/detail,3
206,7,Suspense.,1913,/film/film:85271/,https://letterboxd.com/RafaNasal_leFou/list/tft1919/detail,3
207,8,The Electric Hotel,1908,/film/the-electric-hotel/,https://letterboxd.com/RafaNasal_leFou/list/tft1919/detail,3
208,9,The Arrival of a Train at La Ciotat,1897,/film/the-arrival-of-a-train-at-la-ciotat/,https://letterboxd.com/RafaNasal_leFou/list/tft1919/detail,3
209,10,History of a Crime,1901,/film/history-of-a-crime/,https://letterboxd.com/RafaNasal_leFou/list/tft1919/detail,2
210,11,The Unchanging Sea,1910,/film/the-unchanging-sea/,https://letterboxd.com/RafaNasal_leFou/list/tft1919/detail,2
211,12,Workers Leaving the Lumière Factory,1895,/film/workers-leaving-the-lumiere-factory/,https://letterboxd.com/RafaNasal_leFou/list/tft1919/detail,2
212,13,The Great Train Robbery,1903,/film/the-great-train-robbery/,https://letterboxd.com/RafaNasal_leFou/list/tft1919/detail,2
213,14,Sallie Gardner at a Gallop,1878,/film/sallie-gardner-at-a-gallop/,https://letterboxd.com/RafaNasal_leFou/list/tft1919/detail,2
214,15,The Cigarette,1919,/film/the-cigarette/,https://letterboxd.com/RafaNasal_leFou/list/tft1919/detail,2
215,16,The Fat and Lean Wrestling Match,1900,/film/the-fat-and-lean-wrestling-match/,https://letterboxd.com/RafaNasal_leFou/list/tft1919/detail,2
