Votos;Id_peli;Titulo;Popularidad;Rating;Fecha;Duracion;Pais;Idioma;Presupuesto;Ganancia;Generos;Director;Casting;Guion;Montaje;DOP;Resumen
25;11644;Blow Out;11.622;7.337;1981;108;United States of America;English;18000000;12000000;['Crime', 'Drama', 'Mystery', 'Thriller'];['Brian De Palma'];['John Travolta', 'Nancy Allen', 'John Lithgow', 'Dennis Franz', 'Peter Boyden', 'Curt May', 'John Aquino', 'John McMartin', 'Deborah Everton', 'J. Patrick McNamara', 'Missy Cleveland', 'Roger Wilson', 'Lori-Nan Engler', 'Barbara Sigel', 'David De Felice', 'Roberto Lombardi', 'Missy Crutchfield', 'Cindy Manion', 'Marcy Bigelman', 'Ann Kelly', 'Dean Bennett', 'John Coppolino Jr.', 'Archie Lang', 'Dave Roberts', 'Claire Carter', 'Maurice Copeland', 'John Hoffmeister', 'Thomas J. McCarthy', 'Reginald M. Wallace', 'Robert L. Penrose', 'Larry Woody', 'Dick McGarvin', 'Michael Borghese', 'Rossana Fichera', 'James Jeter', 'Luddy Tramontana', 'Sid Doherty', 'Milt Fields', 'Bud Seese', 'Maureen Sullivan', 'Brian Corrigan', 'Elaine Filoon', 'Robin Sherwood', 'Tim Choate', 'B.J. Cyrus', 'Dave DeAngelis', 'Thomas Finn', 'Tony Devon', 'Henry Cohen', 'Bernie Rachelle', 'William Tarman', 'Michael Tearson'];[];['Paul Hirsch'];['Vilmos Zsigmond'];Jack Terry is a master sound recordist who works on grade-B horror movies. Late one evening, he is recording sounds for use in his movies when he hears something unexpected through his sound equipment and records it. Curiosity gets the better of him when the media become involved, and he begins to unravel the pieces of a nefarious conspiracy. As he struggles to survive against his shadowy enemies and expose the truth, he does not know whom he can trust.
25;20530;Late Spring;11.973;8.059;1949;110;Japan;日本語;0;0;['Drama'];['Yasujirō Ozu'];['Chishū Ryū', 'Setsuko Hara', 'Yumeji Tsukioka', 'Haruko Sugimura', 'Hohi Aoki', 'Jun Usami', 'Kuniko Miyake', 'Masao Mishima', 'Yoshiko Tsubouchi', 'Yôko Katsuragi', 'Toyo Takahashi', 'Jun Tanizaki', 'Ichirô Shimizu', 'Youko Benisawa', 'Manzaburo Umewaka', 'Nobu Nojima', 'Ichiro Kitamura', 'Haruo Yasufuku', 'Tadaichi Aoki', 'Seiju Kanze', 'Shintaro Umewaka', 'Shizuo Kanze', 'Seiji Toda', 'Kozo Fukuda', 'Shinichiro Takayama', 'Seinosuke Ishida', 'Yutaka Aoki', 'Kinzo Hasegawa', 'Gazan Hasegawa', 'Mikuma Shimada'];['Yasujirō Ozu', 'Kōgo Noda'];['Yoshiyasu Hamamura'];['Yûharu Atsuta'];Noriko is perfectly happy living at home with her widowed father, Shukichi, and has no plans to marry -- that is, until her aunt Masa convinces Shukichi that unless he marries off his 27-year-old daughter soon, she will likely remain alone for the rest of her life. When Noriko resists Masa's matchmaking, Shukichi is forced to deceive his daughter and sacrifice his own happiness to do what he believes is right.
25;11697;The Man Who Shot Liberty Valance;14.959;7.8;1962;123;United States of America;English;3200000;8000000;['Western'];['John Ford'];"['John Wayne', 'James Stewart', 'Vera Miles', 'Lee Marvin', ""Edmond O'Brien"", 'Andy Devine', 'Ken Murray', 'John Carradine', 'Jeanette Nolan', 'John Qualen', 'Willis Bouchey', 'Carleton Young', 'Woody Strode', 'Denver Pyle', 'Strother Martin', 'Lee Van Cleef', 'Robert F. Simon', 'O. Z. Whitehead', 'Paul Birch', 'Joseph Hoover', 'Charles Akins', 'John Barton', 'Rudy Bowman', 'Chet Brandenburg', 'Jerry Brown', 'George Bruggeman', 'Noble Chissell', 'Russell Custer', 'Duke Fishman', 'Fritz Ford', 'Herman Hack', 'Jack Kenny', 'Richard LaMarr', 'Jack Lilley', 'Buddy Roosevelt', 'Jack Tornek', 'Sid Troy', 'Ralph Volkie', 'Max Wagner', 'Blackie Whiteford', 'Gertrude Astor', 'Helen Gibson', 'Eva Novak', 'Dorothy Phillips', 'Mario Arteaga', 'Chuck Hayward', 'Chuck Roberson', 'Jack Williams', 'Frank Baker', 'William Henry', 'Danny Borzage', 'Dick Cherney', 'Chuck Hamilton', 'Sam Harris', 'Lars Hensen', 'Tex Holden', 'Stuart Holmes', 'Jimmie Horan', 'Jack Perrin', ""'Snub' Pollard"", 'Robert Robinson', 'Scott Seaton', 'Rudy Sooter', 'Carl M. Leviness', 'King Mojave', 'Shug Fisher', 'Ben Frommer', 'Jack Pennick', 'Phil Schumacher', 'Tom Hennesy', ""Bryan 'Slim' Hightower"", 'Earle Hodgins', 'Michael Jeffers', 'Tom Smith', 'Cap Somers', 'Eddie Jauregui', 'Charles Morton', 'Ethan Laidlaw', 'Anna Lee', 'Ted Mapes', 'Montie Montana', 'Slim Talbot', 'Bob Morgan', 'Charles Seel', 'Bud Cokes', 'Jane Crowley', 'Larry Finley']";['Willis Goldbeck', 'James Warner Bellah'];['Otho Lovering'];['William H. Clothier'];A senator, who became famous for killing a notorious outlaw, returns for the funeral of an old friend and tells the truth about his deed.
25;843;In the Mood for Love;26.293;8.106;2000;99;Hong Kong;广州话 / 廣州話;150000;12854953;['Drama', 'Romance'];['Wong Kar-wai'];['Tony Leung Chiu-wai', 'Maggie Cheung', 'Rebecca Pan', 'Kelly Lai Chen', 'Siu Ping-lam', 'Mama Hung', 'Joe Cheung Tung-Cho', 'Kam-Wah Koo', 'Chan Man-Lei', 'Paulyn Sun', 'Roy Cheung'];['Wong Kar-wai'];['William Chang', 'Wong Ming-Lam'];['Christopher Doyle', 'Kwan Pung-Leung', 'Mark Lee Ping-Bing'];Hong Kong, 1962: Chow Mo-Wan and Su Li-Zhen move into neighboring apartments on the same day. Their encounters are formal and polite—until a discovery about their spouses creates an intimate bond between them.
24;266;Contempt;8.212;7.202;1963;103;France;English;900000;528428;['Drama'];['Jean-Luc Godard'];['Brigitte Bardot', 'Michel Piccoli', 'Jack Palance', 'Giorgia Moll', 'Fritz Lang', 'Raoul Coutard', 'Jean-Luc Godard', 'Linda Veras'];['Jean-Luc Godard'];['Agnès Guillemot', 'Lila Lakshmanan'];['Raoul Coutard'];"A philistine in the art film business, Jeremy Prokosch is a producer unhappy with the work of his director. Prokosch has hired Fritz Lang to direct an adaptation of ""The Odyssey,"" but when it seems that the legendary filmmaker is making a picture destined to bomb at the box office, he brings in a screenwriter to energize the script. The professional intersects with the personal when a rift develops between the writer and his wife."
24;15244;A Man Escaped;9.491;8.001;1956;101;France;Deutsch;0;0;['Thriller', 'Drama', 'War', 'History'];['Robert Bresson'];['François Leterrier', 'Charles Le Clainche', 'Maurice Beerblock', 'Roland Monod', 'Jacques Ertaud', 'Jean Paul Delhumeau', 'Roger Treherne', 'Jean Philippe Delamarre', 'Jacques Oerlemans', 'Klaus Detlef Grevenhorst', 'Leonhard Schmidt', 'Roger Planchon'];[];['Raymond Lamy'];['Léonce-Henri Burel'];A captured French Resistance fighter during World War II engineers a daunting escape from prison.
23;2748;Journey to Italy;7.741;7.385;1954;85;Italy;English;0;0;['Drama', 'Romance'];['Roberto Rossellini'];['Ingrid Bergman', 'George Sanders', 'Jackie Frost', 'Maria Mauban', 'Anna Proclemer', 'Leslie Daniels', 'Natalia Ray', 'Paul Müller', 'Bianca Maria Cerasoli', 'Adriana Danieli', 'María Martín', 'Lyla Rocco'];['Roberto Rossellini', 'Vitaliano Brancati'];['Jolanda Benvenuti'];['Enzo Serafin'];This deceptively simple tale of a bored English couple travelling to Italy to find a buyer for a house inherited from an uncle is transformed by Roberto Rossellini into a passionate story of cruelty and cynicism as their marriage disintegrates around them.
23;4497;Viridiana;9.552;7.688;1961;90;Spain;English;0;679244;['Drama'];['Luis Buñuel'];['Silvia Pinal', 'Francisco Rabal', 'Fernando Rey', 'José Calvo', 'Margarita Lozano', 'Victoria Zinny', 'Teresa Rabal', 'Luis Heredia', 'Joaquín Roa', 'José Manuel Martín', 'Lola Gaos', 'Juan García Tiendra', 'Sergio Mendizábal', 'María Isbert', 'Claudio Brook', 'Narciso Ojeda', 'José María Lado', 'Rosita Yarza'];['Luis Buñuel', 'Julio Alejandro'];['Luis Buñuel', 'Pedro del Rey'];['José F. Aguayo'];"Viridiana is preparing to start her life as a nun when she is sent, somewhat unwillingly, to visit her aging uncle, Don Jaime. He supports her; but the two have met only once. Jaime thinks Viridiana resembles his dead wife. Viridiana has secretly despised this man all her life and finds her worst fears proven when Jaime grows determined to seduce his pure niece. Viridiana becomes undone as her uncle upends the plans she had made to join the convent."
23;901;City Lights;17.936;8.351;1931;87;United States of America;No Language;1500000;4250000;['Comedy', 'Drama', 'Romance'];['Charlie Chaplin'];['Charlie Chaplin', 'Virginia Cherrill', 'Harry Myers', 'Al Ernest Garcia', 'Hank Mann', 'Albert Austin', 'Eddie Baker', 'Henry Bergman', 'Buster Brodie', 'Jeanne Carpenter', 'Tom Dempsey', 'James Donnelly', 'Ray Erlenborn', 'Robert Graves', 'Charles Hammond', 'Joseph Herrick', 'Austen Jewell', 'Willie Keeler', 'Robert Parrish', 'John Rand', 'W.C. Robinson', 'Cy Slocum', 'Tony Stabenau', 'Mark Strong', 'Tiny Ward', 'Stanhope Wheatcroft', 'Florence Wix', 'Granville Redmond', 'Florence Lee', 'Jean Harlow'];['Charlie Chaplin', 'Harry Crocker', 'Harry Clive'];['Charlie Chaplin', 'Willard Nico'];['Gordon Pollock', 'Roland Totheroh'];In this sound-era silent film, a tramp falls in love with a beautiful blind flower seller.
23;3114;The Searchers;16.704;7.761;1956;119;United States of America;Español;3750000;0;['Western'];['John Ford'];['John Wayne', 'Jeffrey Hunter', 'Vera Miles', 'Natalie Wood', 'Ward Bond', 'John Qualen', 'Olive Carey', 'Henry Brandon', 'Ken Curtis', 'Harry Carey, Jr.', 'Antonio Moreno', 'Hank Worden', 'Beulah Archuletta', 'Walter Coy', 'Dorothy Jordan', 'Pippa Scott', 'Patrick Wayne', 'Lana Wood', 'Mae Marsh', 'Ruth Clifford', 'Chuck Roberson'];['Frank S. Nugent'];['Jack Murray'];['Winton C. Hoch'];As a Civil War veteran spends years searching for a young niece captured by Indians, his motivation becomes increasingly questionable.
22;62;2001: A Space Odyssey;38.6;8.1;1968;149;United Kingdom;English;12000000;71923560;['Science Fiction', 'Mystery', 'Adventure'];['Stanley Kubrick'];"['Keir Dullea', 'Gary Lockwood', 'William Sylvester', 'Douglas Rain', 'Daniel Richter', 'Leonard Rossiter', 'Margaret Tyzack', 'Robert Beatty', 'Sean Sullivan', 'Frank Miller', 'Ed Bishop', 'Edwina Carroll', 'Heather Downham', 'Penny Brahms', ""Maggie d'Abo"", 'Chela Matthison', 'Judy Kiern', 'Alan Gifford', 'Ann Gillis', 'Vivian Kubrick', 'Kenneth Kendall', 'Kevin Scott', 'Martin Amor', 'Bill Weston', 'Glenn Beck', 'Mike Lovell', 'John Ashley', 'Jimmy Bell', 'David Charkham', 'Simon Davis', 'Jonathan Daw', 'Péter Delmár', 'Terry Duggan', 'David Fleetwood', 'Danny Grover', 'Brian Hawley', 'David Hines', 'Tony Jackson', 'John Jordan', 'Scott MacKee', 'Laurence Marchant', 'Darryl Paes', 'Joe Refalo', 'Andy Wallace', 'Bob Wilyman', 'Richard Woods', 'S. Newton Anderson', 'Sheraton Blount', 'Ann Bormann', 'Julie Croft', 'Penny Francis', 'Marcella Markham', 'Irena Marr', 'Krystyna Marr', 'Kim Neil', 'Jane Pearl', 'Penny Pearl', 'Burnell Tucker', 'John Swindells', 'John Clifford']";['Stanley Kubrick', 'Arthur C. Clarke'];['Ray Lovejoy'];['Geoffrey Unsworth'];Humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of HAL 9000, the world's most advanced super computer.
22;43266;How Green Was My Valley;11.823;7.215;1941;118;United States of America;English;1250000;6000000;['Drama', 'History', 'Family'];['John Ford'];"['Walter Pidgeon', ""Maureen O'Hara"", 'Anna Lee', 'Donald Crisp', 'Roddy McDowall', 'John Loder', 'Sara Allgood', 'Barry Fitzgerald', 'Patric Knowles', 'Morton Lowry', 'Arthur Shields', 'Ann E. Todd', 'Frederick Worlock', 'Richard Fraser', 'Evan S. Evans', 'James Monks', 'Rhys Williams', 'Lionel Pape', 'Ethel Griffies', 'Marten Lamont']";['Philip Dunne'];['James B. Clark'];['Arthur C. Miller'];At the turn of the century in a Welsh mining village, the Morgans (he stern, she gentle) raise coal-mining sons and hope their youngest will find a better life.
22;20334;The Shop Around the Corner;9.395;8.386;1940;99;United States of America;English;0;0;['Comedy', 'Drama', 'Romance'];['Ernst Lubitsch'];['Margaret Sullavan', 'James Stewart', 'Frank Morgan', 'Joseph Schildkraut', 'Sara Haden', 'Felix Bressart', 'William Tracy', 'Inez Courtney', 'Sarah Edwards', 'Edwin Maxwell', 'Charles Halton', 'Charles Smith', 'Charles Arnt', 'Joan Blair', 'Mary Carr', 'Mabel Colcord', 'Claire Du Brey', 'William Edmunds', 'Grace Hayle', 'Mira McKinney', 'Sol Murgi', 'Renie Riano', 'Gertrude Simpson', 'Ruth Warren'];['Samson Raphaelson', 'Ben Hecht'];['Gene Ruggiero'];['William H. Daniels'];Two employees at a gift shop can barely stand one another, without realising that they are falling in love through the post as each other's anonymous pen pal.
21;14696;Ugetsu;10.229;8.077;1953;96;Japan;日本語;0;0;['Fantasy', 'Drama', 'Mystery'];['Kenji Mizoguchi'];['Machiko Kyō', 'Mitsuko Mito', 'Kinuyo Tanaka', 'Masayuki Mori', 'Eitarō Ozawa', 'Sugisaku Aoyama', 'Mitsusaburō Ramon', 'Ryōsuke Kagawa', 'Kichijirô Ueda', 'Shōzō Nanbu', 'Kikue Mōri', 'Ryūzaburō Mitsuoka', 'Ichirô Amano', 'Eigorô Onoe', 'Saburo Date', 'Fumihiko Yokoyama', 'Ichisaburo Sawamura', 'Koji Murata', 'Yukio Horikita', 'Akira Shimizu', 'Shuntaro Tamamura', 'Shirō Osaki', 'Toshio Chiba', 'Hachiro Okuni', 'Shirô Miura', 'Hajime Koshikawa', 'Tetsu Mikami', 'Jun Fujikawa', 'Takaji Fukui', 'Eiji Ishikura', 'Tokurin Takeda', 'Koji Kanda', 'Masayoshi Kikuno', 'Michio Yuri', 'Sô Funagami', 'Shigeru Hasegawa', 'Teruko Omi', 'Keiko Koyanagi', 'Masako Tomura', 'Tokiko Mita', 'Tokuko Ueda', 'Sachiko Soma', 'Reiko Kongō', 'Ikkei Tamaki'];['Yoshikata Yoda'];['Mitsuzô Miyata'];['Kazuo Miyagawa'];In 16th century Japan, peasants Genjuro and Tobei sell their earthenware pots to a group of soldiers in a nearby village, in defiance of a local sage's warning against seeking to profit from warfare. Genjuro's pursuit of both riches and the mysterious Lady Wakasa, as well as Tobei's desire to become a samurai, run the risk of destroying both themselves and their wives, Miyagi and Ohama.
21;567;Rear Window;20.837;8.363;1954;112;United States of America;English;1000000;37034514;['Thriller', 'Mystery'];['Alfred Hitchcock'];['James Stewart', 'Grace Kelly', 'Thelma Ritter', 'Wendell Corey', 'Raymond Burr', 'Judith Evelyn', 'Ross Bagdasarian', 'Georgine Darcy', 'Irene Winston', 'Sara Berner', 'Frank Cady', 'Jesslyn Fax', 'Rand Harper', 'Havis Davenport', 'Jerry Antes', 'Benny Bartlett', 'Nick Borgani', 'Sue Casey', 'Iphigenie Castiglioni', 'James Cornell', 'Don Dunning', 'Marla English', 'Bess Flowers', 'Art Gilmore', 'Fred Graham', 'Kathryn Grant', 'Charles Harvey', 'Len Hendry', 'Alfred Hitchcock', 'Harry Landers', 'Alan Lee', 'Mike Mahoney', 'Jonnie Paris', 'Eddie Parker', 'Robert Sherman', 'Dick Simmons', 'Ralph Smiley', 'Jack Stoney', 'Anthony Warde', 'Gig Young'];['John Michael Hayes'];['George Tomasini'];['Robert Burks'];A wheelchair-bound photographer spies on his neighbors from his apartment window and becomes convinced one of them has committed murder.
21;21135;L'Eclisse;11.259;7.84;1962;126;Italy;English;0;0;['Romance', 'Drama'];['Michelangelo Antonioni'];['Alain Delon', 'Monica Vitti', 'Francisco Rabal', 'Lilla Brignone', 'Rossana Rory', 'Louis Seigner', 'Cyrus Elias', 'Mirella Ricciardi'];['Michelangelo Antonioni', 'Tonino Guerra'];['Eraldo Da Roma'];['Gianni Di Venanzo'];This romantic drama by Michelangelo Antonioni follows the love life of Vittoria, a beautiful literary translator living in Rome. After splitting from her writer boyfriend, Riccardo, Vittoria meets Piero, a lively stockbroker, on the hectic floor of the Roman stock exchange. Though Vittoria and Piero begin a relationship, it is not one without difficulties, and their commitment to one another is tested during an eclipse.
21;438972;The Sound of the Shaking Earth;0.948;6.2;1990;93;Portugal;Português;0;0;['Drama'];['Rita Azevedo Gomes'];['José Mário Branco', 'Manuela de Freitas', 'Miguel Gonçalves Mendes', 'Sara Marques', 'Miguel Simão', 'Miguel Simão', 'Jean-Pierre Tailhade', 'Conceição Guerra', 'Paulo Rocha', 'Francisco Marinho', 'Paulo Sousa Rocha', 'Carolina Viana', 'Milú', 'Maria Tomás', 'João Cabral', 'João Pedro Bénard'];[];['Manuela Viegas'];['Acácio de Almeida'];Freely based on Gide ('Paludes') and Hawthorne ('Wakefield'), this is a film about a writer who never wrote anything and who blows at nightfall the breath of frost. The poem by Carlos Queiroz to which the above sentences belong is not cited in 'O som da Terra a Tremer', but the atmosphere is that, between written letters never received. Fiction within fiction, stories within stories, like those Chinese boxes in which there is always one inside another. Or the two margins of the same river, always being lateral.
21;126432;Two in the Shadow;4.95;7.8;1967;108;Japan;English;0;0;['Romance', 'Drama'];['Mikio Naruse'];['Yûzô Kayama', 'Yōko Tsukasa', 'Mitsuko Mori', 'Mie Hama', 'Mitsuko Kusabue', 'Daisuke Katō', 'Yoshio Tsuchiya', 'Yû Fujiki', 'Tadao Nakamaru', 'Nobuo Nakamura', 'Fuyuki Murakami', 'Gen Shimizu', 'Hisao Toake', 'Kumeko Urabe', 'Hisaya Itô', 'Shin Tatsuoka', 'Atsuko Ichinomiya', 'Sayuka Nakagawa', 'Hirayoshi Aono', 'Yoshifumi Tajima', 'Bokuzen Hidari', 'Kazuya Oguri', 'Someshô Matsumoto', 'Shigeki Ishida', 'Naoya Kusakawa', 'Yutaka Sada', 'Harue Akagi', 'Kiyoko Tsuji', 'Tamami Urayama', 'Kumeko Otowa', 'Kôji Uno', 'Yasuzō Ogawa', 'Andrew Hughes'];['Nobuo Yamada'];['Eiji Ooi'];['Yuzuru Aizawa'];A man is involved in a fatal car accident, and though he is blameless, his company transfers him to a remote branch in a small town. Before he leaves, he gives the man's widow a large sum of money that she uses to move back to her hometown.
20;21430;New Rose Hotel;7.001;5.2;1998;93;United States of America;日本語;0;21521;['Drama', 'Mystery', 'Science Fiction'];['Abel Ferrara'];"['Christopher Walken', 'Willem Dafoe', 'Asia Argento', 'Annabella Sciorra', 'John Lurie', 'Kimmy Suzuki', 'Miou', 'Yoshitaka Amano', 'Gretchen Mol', 'Phil Neilson', 'Ken Kelsch', 'Andrew Fiscella', 'Rachel Glass', 'Roberta Orlandi', 'Erin Jermaine Serrano', 'Nicole Taggart', 'Ryuichi Sakamoto', 'Victor Argo', 'Anna Marie Winds', 'Joel St. Bernard', 'Harper Simon', 'George Smurra', 'Frankie Cee', ""John 'Cha Cha' Ciarcia"", 'Echo Danon', 'Kyrie Tinch', 'Dave Shelley', 'Nick Guccione', 'Matthew Messina', 'Al Croseri', 'John Russo-Zirkel', 'Vincent DiMarco', 'Walter Abraham', 'Sal Savino', 'Sam Canegallo', 'Tim Browning', 'M. Kelly Reynolds', 'Janine Glickman', 'Raymond De Felitta', 'Akiko Ashley', 'Francisco De Arriba']";['Abel Ferrara', 'Christ Zois'];['Anthony Redman', 'Jim Mol'];['Ken Kelsch'];A corporate raider and his henchman use a chanteuse to lure a scientific genius away from his employer and family.
19;5544;Hiroshima Mon Amour;11.979;7.8;1959;92;France;English;0;3193;['Drama', 'History', 'Romance'];['Alain Resnais'];['Emmanuelle Riva', 'Eiji Okada', 'Stella Dassas', 'Pierre Barbaud', 'Bernard Fresson'];['Marguerite Duras'];['Jasmine Chasney', 'Anne Sarraute', 'Henri Colpi'];['Sacha Vierny', 'Michio Takahashi'];The deep conversation between a Japanese architect and a French actress forms the basis of this celebrated French film, considered one of the vanguard productions of the French New Wave. Set in Hiroshima after the end of World War II, the couple -- lovers turned friends -- recount, over many hours, previous romances and life experiences. The two intertwine their stories about the past with pondering the devastation wrought by the atomic bomb dropped on the city.
