url_peli,Title,Year,tmdb_type,tmdb_id
/film/a-tale-of-the-wind/,A Tale of the Wind,1988,movie,97035.0
/film/as-tears-go-by/,As Tears Go By,1988,movie,24163.0
/film/dangerous-encounters-of-the-first-kind/,Dangerous Encounters of the First Kind,1980,movie,104287.0
/film/gremlins/,Gremlins,1984,movie,927.0
/film/modern-romance/,Modern Romance,1981,movie,63443.0
/film/sacrificed-youth/,Sacrificed Youth,1985,movie,202514.0
/film/spelling-love/,Spelling Love,1984,movie,528337.0
/film/story-of-women/,Story of Women,1988,movie,41975.0
/film/the-king-of-comedy/,The King of Comedy,1982,movie,262.0
/film/the-ravishing-of-frank-n-stein/,The Ravishing of Frank N. Stein,1982,movie,227895.0
/film/to-sleep-so-as-to-dream/,To Sleep So as to Dream,1986,movie,132702.0
/film/alaya/,Alaya,1987,movie,427559.0
/film/alixs-pictures/,Alix's Pictures,1982,movie,198644.0
/film/audience-1983/,Audience,1983,movie,489181.0
/film/blood-wedding/,Blood Wedding,1981,movie,42139.0
/film/hardly-working/,Hardly Working,1980,movie,130724.0
/film/keep-in-touch-1987/,Keep in Touch,1987,movie,369960.0
/film/pokkuveyil/,Pokkuveyil,1982,movie,272016.0
/film/polyester/,Polyester,1981,movie,14269.0
/film/raising-arizona/,Raising Arizona,1987,movie,378.0
/film/scenario-du-film-passion/,Scénario du film Passion,1982,movie,188321.0
/film/the-church/,The Church,1989,movie,40364.0
/film/visions-in-meditation-1/,Visions in Meditation #1,1989,movie,164596.0
/film/visions-in-meditation-2-mesa-verde/,Visions in Meditation #2: Mesa Verde,1989,movie,164597.0
/film/day-of-the-dead/,Day of the Dead,1985,movie,8408.0
/film/manila-by-night/,Manila by Night,1980,movie,146034.0
/film/miracle-mile/,Miracle Mile,1988,movie,24739.0
/film/nocturne-1980-1/,Nocturne,1980,movie,454350.0
/film/peking-opera-blues/,Peking Opera Blues,1986,movie,39776.0
/film/the-crime-of-cuenca/,The Crime of Cuenca,1980,movie,105419.0
/film/the-unbelievable-truth/,The Unbelievable Truth,1989,movie,38545.0
/film/victor-victoria/,Victor/Victoria,1982,movie,12614.0
/film/17-reasons-why/,17 Reasons Why,1987,movie,442229.0
/film/a-nightmare-on-elm-street/,A Nightmare on Elm Street,1984,movie,377.0
/film/a-passage-to-india/,A Passage to India,1984,movie,15927.0
/film/burst-city/,Burst City,1982,movie,40110.0
/film/cat-listening-to-music/,Cat Listening to Music,1988,movie,958497.0
/film/cosmos-a-personal-voyage/,Cosmos: A Personal Voyage,1980,tv,1430.0
/film/detective/,Detective,1985,movie,52710.0
/film/diaries/,Diaries,1981,movie,147927.0
/film/dislocation/,Dislocation,1986,movie,283195.0
/film/dressed-in-blue/,Dressed in Blue,1983,movie,259235.0
/film/hellraiser/,Hellraiser,1987,movie,9003.0
/film/medea-1988/,Medea,1988,movie,34870.0
/film/monty-pythons-the-meaning-of-life/,Monty Python's The Meaning of Life,1983,movie,4543.0
/film/night-on-the-galactic-railroad/,Night on the Galactic Railroad,1985,movie,37585.0
/film/pals-1982/,Pals,1982,movie,115903.0
/film/pedicab-driver/,Pedicab Driver,1989,movie,29014.0
/film/police-story/,Police Story,1985,movie,9056.0
/film/psycho-ii/,Psycho II,1983,movie,10576.0
/film/recollections-of-the-yellow-house/,Recollections of the Yellow House,1989,movie,73930.0
/film/spontaneous-combustion/,Spontaneous Combustion,1989,movie,39195.0
/film/the-boys-from-fengkuei/,The Boys from Fengkuei,1983,movie,105703.0
/film/the-horse-thief/,The Horse Thief,1986,movie,42018.0
/film/the-official-story/,The Official Story,1985,movie,29263.0
/film/the-untouchables/,The Untouchables,1987,movie,117.0
/film/this-is-spinal-tap/,This Is Spinal Tap,1984,movie,11031.0
/film/three-crowns-of-the-sailor/,Three Crowns of the Sailor,1983,movie,64441.0
/film/therese/,Thérèse,1986,movie,42029.0
/film/time-for-revenge/,Time for Revenge,1981,movie,43428.0
/film/american-stories-food-family-and-philosophy/,"American Stories: Food, Family and Philosophy",1989,movie,263358.0
/film/cutters-way/,Cutter's Way,1981,movie,31593
/film/dead-poets-society/,Dead Poets Society,1989,movie,207.0
