url_peli,Title,Year,tmdb_type,tmdb_id
/film/national-mechanics/,National Mechanics,1972,movie,186066.0
/film/on-the-other-island/,On the Other Island,1968,movie,422031.0
/film/paulina/,Paulina,2015,movie,336664.0
/film/pinochet-and-his-three-generals/,Pinochet and His Three Generals,2004,movie,762770.0
/film/reina-y-rey/,Reina y Rey,1994,movie,671760.0
/film/retablo/,Retablo,2017,movie,499394.0
/film/return-to-the-nest/,Return to the Nest,1938,movie,335366.0
/film/seven-years-in-may/,Seven Years in May,2019,movie,594342.0
/film/surely-bach-closed-the-door-when-he-wanted/,Surely Bach Closed the Door When He Wanted to Work,1979,movie,1515682
/film/susana-1951/,Susana,1951,movie,44655.0
/film/tango-1998/,Tango,1998,movie,65749.0
/film/the-amulet-of-ogum/,The Amulet of Ogum,1974,movie,86234.0
/film/the-apostate-2015/,The Apostate,2015,movie,351097.0
/film/the-courage-of-the-people/,The Courage of the People,1971,movie,255797.0
/film/the-daughters-of-fire/,The Daughters of Fire,2018,movie,518997.0
/film/the-golden-cockerel/,The Golden Cockerel,1964,movie,194157.0
/film/the-heights-of-cumanday/,The Heights of Cumanday,1965,movie,222223.0
/film/the-house-at-the-end-of-time/,The House at the End of Time,2013,movie,207686.0
/film/the-long-night-of-francisco-sanctis/,The Long Night of Francisco Sanctis,2016,movie,392809.0
/film/the-mandarin-1995/,The Mandarin,1995,movie,229884.0
/film/the-milk-of-sorrow/,The Milk of Sorrow,2009,movie,28644.0
/film/the-night-2016/,The Night,2016,movie,413667.0
/film/the-poulterer-hawk/,The Poulterer Hawk,1951,movie,324146.0
/film/the-sand-dune-1955/,The Sand Dune,1955,movie,285149.0
/film/the-sugar-curtain/,The Sugar Curtain,2005,movie,130458.0
/film/the-tiger-leaps-and-kills-but-it-will-die-it-will-die/,"The Tiger Leaps and Kills, But It Will Die... It Will Die...",1973,movie,255937.0
/film/the-woman-who-invented-love/,The Woman Who Invented Love,1980,movie,195015.0
/film/tigers-are-not-afraid/,Tigers Are Not Afraid,2017,movie,349067
/film/toponymy/,Toponymy,2015,movie,348022.0
/film/under-the-flags-the-sun/,"Under the Flags, the Sun",2025,movie,1404184.0
/film/vampires-in-havana/,Vampires in Havana,1985,movie,90063.0
/film/woman-1931/,Woman,1931,movie,376896.0
